c6:9e:30:5e:12:9a	172.17.0.3	1752459445
7a:b8:9e:73:37:60	172.17.0.3	1752458233
42:20:92:82:cb:73	172.17.0.4	1752458233
da:da:2a:24:ac:a5	172.17.0.1	1752459445	framework
